nFrame,time,TOY.ordinal,TOY.onset,TOY.offset,TOY.code01,LOOKING.ordinal,LOOKING.onset,LOOKING.offset,LOOKING.code01,
116,3560776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
117,3560816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
118,3560856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
119,3560896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
120,3560936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
121,3560976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
122,3561016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
123,3561056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
124,3561096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
125,3561136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
126,3561176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
127,3561216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
128,3561256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
129,3561296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
130,3561336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
131,3561376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
132,3561416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
133,3561456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
134,3561496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
135,3561536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
136,3561576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
137,3561616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
138,3561656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
139,3561696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
140,3561736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
141,3561776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
142,3561816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
143,3561856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
144,3561896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
145,3561936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
146,3561976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
147,3562016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
148,3562056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
149,3562096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
150,3562136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
151,3562176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
152,3562216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
153,3562256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
154,3562296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
155,3562336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
156,3562376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
157,3562416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
158,3562456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
159,3562496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
160,3562536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
161,3562576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
162,3562616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
163,3562656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
164,3562696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
165,3562736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
166,3562776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
167,3562816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
168,3562856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
169,3562896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
170,3562936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
171,3562976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
172,3563016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
173,3563056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
174,3563096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
175,3563136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
176,3563176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
177,3563216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
178,3563256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
179,3563296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
180,3563336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
181,3563376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
182,3563416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
183,3563456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
184,3563496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
185,3563536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
186,3563576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
187,3563616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
188,3563656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
189,3563696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
190,3563736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
191,3563776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
192,3563816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
193,3563856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
194,3563896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
195,3563936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
196,3563976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
197,3564016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
198,3564056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
199,3564096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
200,3564136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
201,3564176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
202,3564216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
203,3564256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
204,3564296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
205,3564336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
206,3564376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
207,3564416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
208,3564456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
209,3564496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
210,3564536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
211,3564576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
212,3564616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
213,3564656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
214,3564696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
215,3564736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
216,3564776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
217,3564816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
218,3564856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
219,3564896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
220,3564936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
221,3564976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
222,3565016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
223,3565056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
224,3565096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
225,3565136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
226,3565176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
227,3565216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
228,3565256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
229,3565296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
230,3565336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
231,3565376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
232,3565416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
233,3565456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
234,3565496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
235,3565536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
236,3565576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
237,3565616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
238,3565656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
239,3565696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
240,3565736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
241,3565776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
242,3565816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
243,3565856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
244,3565896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
245,3565936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
246,3565976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
247,3566016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
248,3566056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
249,3566096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
250,3566136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
251,3566176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
252,3566216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
253,3566256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
254,3566296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
255,3566336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
256,3566376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
257,3566416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
258,3566456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
259,3566496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
260,3566536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
261,3566576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
262,3566616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
263,3566656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
264,3566696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
265,3566736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
266,3566776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
267,3566816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
268,3566856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
269,3566896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
270,3566936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
271,3566976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
272,3567016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
273,3567056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
274,3567096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
275,3567136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
276,3567176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
277,3567216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
278,3567256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
279,3567296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
280,3567336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
281,3567376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
282,3567416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
283,3567456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
284,3567496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
285,3567536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
286,3567576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
287,3567616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
288,3567656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
289,3567696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
290,3567736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
291,3567776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
292,3567816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
293,3567856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
294,3567896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
295,3567936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
296,3567976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
297,3568016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
298,3568056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
299,3568096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
300,3568136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
301,3568176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
302,3568216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
303,3568256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
304,3568296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
305,3568336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
306,3568376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
307,3568416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
308,3568456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
309,3568496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
310,3568536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
311,3568576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
312,3568616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
313,3568656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
314,3568696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
315,3568736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
316,3568776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
317,3568816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
318,3568856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
319,3568896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
320,3568936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
321,3568976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
322,3569016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
323,3569056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
324,3569096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
325,3569136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
326,3569176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
327,3569216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
328,3569256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
329,3569296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
330,3569336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
331,3569376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
332,3569416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
333,3569456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
334,3569496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
335,3569536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
336,3569576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
337,3569616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
338,3569656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
339,3569696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
340,3569736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
341,3569776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
342,3569816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
343,3569856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
344,3569896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
345,3569936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
346,3569976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
347,3570016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
348,3570056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
349,3570096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
350,3570136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
351,3570176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
352,3570216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
353,3570256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
354,3570296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
355,3570336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
356,3570376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
357,3570416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
358,3570456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
359,3570496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
360,3570536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
361,3570576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
362,3570616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
363,3570656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
364,3570696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
365,3570736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
366,3570776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
367,3570816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
368,3570856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
369,3570896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
370,3570936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
371,3570976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
372,3571016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
373,3571056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
374,3571096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
375,3571136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
376,3571176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
377,3571216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
378,3571256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
379,3571296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
380,3571336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
381,3571376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
382,3571416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
383,3571456,1,3556176,3691229,"RING",1,3556176,3691229,"1",
384,3571496,1,3556176,3691229,"RING",1,3556176,3691229,"1",
385,3571536,1,3556176,3691229,"RING",1,3556176,3691229,"1",
386,3571576,1,3556176,3691229,"RING",1,3556176,3691229,"1",
387,3571616,1,3556176,3691229,"RING",1,3556176,3691229,"1",
388,3571656,1,3556176,3691229,"RING",1,3556176,3691229,"1",
389,3571696,1,3556176,3691229,"RING",1,3556176,3691229,"1",
390,3571736,1,3556176,3691229,"RING",1,3556176,3691229,"1",
391,3571776,1,3556176,3691229,"RING",1,3556176,3691229,"1",
392,3571816,1,3556176,3691229,"RING",1,3556176,3691229,"1",
393,3571856,1,3556176,3691229,"RING",1,3556176,3691229,"1",
394,3571896,1,3556176,3691229,"RING",1,3556176,3691229,"1",
395,3571936,1,3556176,3691229,"RING",1,3556176,3691229,"1",
396,3571976,1,3556176,3691229,"RING",1,3556176,3691229,"1",
397,3572016,1,3556176,3691229,"RING",1,3556176,3691229,"1",
398,3572056,1,3556176,3691229,"RING",1,3556176,3691229,"1",
399,3572096,1,3556176,3691229,"RING",1,3556176,3691229,"1",
400,3572136,1,3556176,3691229,"RING",1,3556176,3691229,"1",
401,3572176,1,3556176,3691229,"RING",1,3556176,3691229,"1",
402,3572216,1,3556176,3691229,"RING",1,3556176,3691229,"1",
403,3572256,1,3556176,3691229,"RING",1,3556176,3691229,"1",
404,3572296,1,3556176,3691229,"RING",1,3556176,3691229,"1",
405,3572336,1,3556176,3691229,"RING",1,3556176,3691229,"1",
406,3572376,1,3556176,3691229,"RING",1,3556176,3691229,"1",
407,3572416,1,3556176,3691229,"RING",1,3556176,3691229,"1",
