nFrame,time,Paradigm.ordinal,Paradigm.onset,Paradigm.offset,Paradigm.code01,Looking.ordinal,Looking.onset,Looking.offset,Looking.code01,
3705,504887,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3706,504926,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3707,504965,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3708,505004,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3709,505043,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3710,505082,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3711,505121,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3712,505160,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3713,505199,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3714,505238,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3715,505277,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3716,505316,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3717,505355,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3718,505394,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3719,505433,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3720,505472,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3721,505511,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3722,505550,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3723,505589,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3724,505628,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3725,505667,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3726,505706,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3727,505745,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3728,505784,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3729,505823,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3730,505862,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3731,505901,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3732,505940,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3733,505979,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3734,506018,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3735,506057,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3736,506096,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3737,506135,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3738,506174,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3739,506213,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3740,506252,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3741,506291,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3742,506330,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3743,506369,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3744,506408,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3745,506447,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3746,506486,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3747,506525,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3748,506564,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3749,506603,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3750,506642,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3751,506681,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3752,506720,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3753,506759,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3754,506798,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3755,506837,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3756,506876,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3757,506915,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3758,506954,2,485604,546857,"SQUIGGLE",43,504874,506964,"1",
3759,506993,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3760,507032,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3761,507071,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3762,507110,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3763,507149,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3764,507188,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3765,507227,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3766,507266,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3767,507305,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3768,507344,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3769,507383,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3770,507422,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3771,507461,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3772,507500,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3773,507539,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3774,507578,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3775,507617,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3776,507656,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3777,507695,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3778,507734,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3779,507773,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3780,507812,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3781,507851,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3782,507890,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3783,507929,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3784,507968,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3785,508007,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3786,508046,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3787,508085,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3788,508124,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3789,508163,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3790,508202,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3791,508241,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3792,508280,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3793,508319,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3794,508358,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3795,508397,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3796,508436,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3797,508475,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3798,508514,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3799,508553,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3800,508592,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3801,508631,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3802,508670,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3803,508709,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3804,508748,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3805,508787,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3806,508826,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3807,508865,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3808,508904,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3809,508943,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3810,508982,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3811,509021,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3812,509060,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3813,509099,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3814,509138,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3815,509177,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3816,509216,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3817,509255,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3818,509294,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3819,509333,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3820,509372,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3821,509411,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3822,509450,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3823,509489,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3824,509528,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3825,509567,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3826,509606,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3827,509645,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3828,509684,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3829,509723,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3830,509762,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3831,509801,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3832,509840,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3833,509879,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3834,509918,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3835,509957,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3836,509996,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3837,510035,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3838,510074,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3839,510113,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3840,510152,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3841,510191,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3842,510230,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3843,510269,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3844,510308,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3845,510347,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3846,510386,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3847,510425,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3848,510464,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3849,510503,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3850,510542,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3851,510581,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3852,510620,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3853,510659,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3854,510698,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3855,510737,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3856,510776,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3857,510815,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3858,510854,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3859,510893,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3860,510932,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3861,510971,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3862,511010,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3863,511049,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3864,511088,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3865,511127,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3866,511166,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3867,511205,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3868,511244,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3869,511283,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3870,511322,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3871,511361,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3872,511400,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3873,511439,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3874,511478,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3875,511517,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3876,511556,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3877,511595,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3878,511634,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3879,511673,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3880,511712,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3881,511751,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3882,511790,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3883,511829,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3884,511868,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3885,511907,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3886,511946,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3887,511985,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3888,512024,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3889,512063,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3890,512102,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3891,512141,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3892,512180,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3893,512219,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3894,512258,2,485604,546857,"SQUIGGLE",44,506965,512294,"0",
3895,512297,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3896,512336,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3897,512375,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3898,512414,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3899,512453,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3900,512492,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3901,512531,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3902,512570,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3903,512609,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3904,512648,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3905,512687,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3906,512726,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3907,512765,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3908,512804,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3909,512843,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3910,512882,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3911,512921,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3912,512960,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3913,512999,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3914,513038,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3915,513077,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3916,513116,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3917,513155,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3918,513194,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3919,513233,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3920,513272,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3921,513311,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3922,513350,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3923,513389,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3924,513428,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3925,513467,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3926,513506,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3927,513545,2,485604,546857,"SQUIGGLE",45,512295,513565,"1",
3928,513584,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3929,513623,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3930,513662,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3931,513701,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3932,513740,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3933,513779,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3934,513818,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3935,513857,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3936,513896,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3937,513935,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3938,513974,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3939,514013,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3940,514052,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3941,514091,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3942,514130,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3943,514169,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3944,514208,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3945,514247,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3946,514286,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3947,514325,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3948,514364,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3949,514403,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3950,514442,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3951,514481,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3952,514520,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3953,514559,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3954,514598,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3955,514637,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3956,514676,2,485604,546857,"SQUIGGLE",46,513566,514713,"0",
3957,514715,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3958,514754,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3959,514793,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3960,514832,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3961,514871,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3962,514910,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3963,514949,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3964,514988,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3965,515027,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3966,515066,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3967,515105,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3968,515144,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3969,515183,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3970,515222,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3971,515261,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3972,515300,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3973,515339,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3974,515378,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3975,515417,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3976,515456,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3977,515495,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3978,515534,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3979,515573,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3980,515612,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3981,515651,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3982,515690,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3983,515729,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3984,515768,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3985,515807,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3986,515846,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3987,515885,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3988,515924,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3989,515963,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3990,516002,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3991,516041,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3992,516080,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3993,516119,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3994,516158,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3995,516197,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3996,516236,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3997,516275,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3998,516314,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
3999,516353,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4000,516392,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4001,516431,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4002,516470,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4003,516509,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4004,516548,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4005,516587,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4006,516626,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4007,516665,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4008,516704,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4009,516743,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4010,516782,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4011,516821,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4012,516860,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4013,516899,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4014,516938,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4015,516977,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4016,517016,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4017,517055,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4018,517094,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4019,517133,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4020,517172,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4021,517211,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4022,517250,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4023,517289,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4024,517328,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4025,517367,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4026,517406,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4027,517445,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4028,517484,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4029,517523,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4030,517562,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4031,517601,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4032,517640,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4033,517679,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4034,517718,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4035,517757,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4036,517796,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4037,517835,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4038,517874,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4039,517913,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4040,517952,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4041,517991,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4042,518030,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4043,518069,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4044,518108,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4045,518147,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4046,518186,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4047,518225,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4048,518264,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4049,518303,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4050,518342,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4051,518381,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4052,518420,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4053,518459,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4054,518498,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4055,518537,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4056,518576,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4057,518615,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4058,518654,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4059,518693,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4060,518732,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4061,518771,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4062,518810,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4063,518849,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4064,518888,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4065,518927,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4066,518966,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4067,519005,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4068,519044,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4069,519083,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4070,519122,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4071,519161,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4072,519200,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4073,519239,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4074,519278,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4075,519317,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4076,519356,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4077,519395,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4078,519434,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4079,519473,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4080,519512,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4081,519551,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4082,519590,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4083,519629,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4084,519668,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4085,519707,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4086,519746,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4087,519785,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4088,519824,2,485604,546857,"SQUIGGLE",47,514714,519838,"1",
4089,519863,2,485604,546857,"SQUIGGLE",48,519839,523897,"0",
4090,519902,2,485604,546857,"SQUIGGLE",48,519839,523897,"0",
