nFrame,time,TOY.ordinal,TOY.onset,TOY.offset,TOY.code01,LOOKING.ordinal,LOOKING.onset,LOOKING.offset,LOOKING.code01,
1,11220,1,11220,142935,"RING",1,11220,14891,"1",
2,11253,1,11220,142935,"RING",1,11220,14891,"1",
3,11286,1,11220,142935,"RING",1,11220,14891,"1",
4,11319,1,11220,142935,"RING",1,11220,14891,"1",
5,11352,1,11220,142935,"RING",1,11220,14891,"1",
6,11385,1,11220,142935,"RING",1,11220,14891,"1",
7,11418,1,11220,142935,"RING",1,11220,14891,"1",
8,11451,1,11220,142935,"RING",1,11220,14891,"1",
9,11484,1,11220,142935,"RING",1,11220,14891,"1",
10,11517,1,11220,142935,"RING",1,11220,14891,"1",
11,11550,1,11220,142935,"RING",1,11220,14891,"1",
12,11583,1,11220,142935,"RING",1,11220,14891,"1",
13,11616,1,11220,142935,"RING",1,11220,14891,"1",
14,11649,1,11220,142935,"RING",1,11220,14891,"1",
15,11682,1,11220,142935,"RING",1,11220,14891,"1",
16,11715,1,11220,142935,"RING",1,11220,14891,"1",
17,11748,1,11220,142935,"RING",1,11220,14891,"1",
18,11781,1,11220,142935,"RING",1,11220,14891,"1",
19,11814,1,11220,142935,"RING",1,11220,14891,"1",
20,11847,1,11220,142935,"RING",1,11220,14891,"1",
21,11880,1,11220,142935,"RING",1,11220,14891,"1",
22,11913,1,11220,142935,"RING",1,11220,14891,"1",
23,11946,1,11220,142935,"RING",1,11220,14891,"1",
24,11979,1,11220,142935,"RING",1,11220,14891,"1",
25,12012,1,11220,142935,"RING",1,11220,14891,"1",
26,12045,1,11220,142935,"RING",1,11220,14891,"1",
27,12078,1,11220,142935,"RING",1,11220,14891,"1",
28,12111,1,11220,142935,"RING",1,11220,14891,"1",
29,12144,1,11220,142935,"RING",1,11220,14891,"1",
30,12177,1,11220,142935,"RING",1,11220,14891,"1",
31,12210,1,11220,142935,"RING",1,11220,14891,"1",
32,12243,1,11220,142935,"RING",1,11220,14891,"1",
33,12276,1,11220,142935,"RING",1,11220,14891,"1",
34,12309,1,11220,142935,"RING",1,11220,14891,"1",
35,12342,1,11220,142935,"RING",1,11220,14891,"1",
36,12375,1,11220,142935,"RING",1,11220,14891,"1",
37,12408,1,11220,142935,"RING",1,11220,14891,"1",
38,12441,1,11220,142935,"RING",1,11220,14891,"1",
39,12474,1,11220,142935,"RING",1,11220,14891,"1",
40,12507,1,11220,142935,"RING",1,11220,14891,"1",
41,12540,1,11220,142935,"RING",1,11220,14891,"1",
42,12573,1,11220,142935,"RING",1,11220,14891,"1",
43,12606,1,11220,142935,"RING",1,11220,14891,"1",
44,12639,1,11220,142935,"RING",1,11220,14891,"1",
45,12672,1,11220,142935,"RING",1,11220,14891,"1",
46,12705,1,11220,142935,"RING",1,11220,14891,"1",
47,12738,1,11220,142935,"RING",1,11220,14891,"1",
48,12771,1,11220,142935,"RING",1,11220,14891,"1",
49,12804,1,11220,142935,"RING",1,11220,14891,"1",
50,12837,1,11220,142935,"RING",1,11220,14891,"1",
51,12870,1,11220,142935,"RING",1,11220,14891,"1",
52,12903,1,11220,142935,"RING",1,11220,14891,"1",
53,12936,1,11220,142935,"RING",1,11220,14891,"1",
54,12969,1,11220,142935,"RING",1,11220,14891,"1",
55,13002,1,11220,142935,"RING",1,11220,14891,"1",
56,13035,1,11220,142935,"RING",1,11220,14891,"1",
57,13068,1,11220,142935,"RING",1,11220,14891,"1",
58,13101,1,11220,142935,"RING",1,11220,14891,"1",
59,13134,1,11220,142935,"RING",1,11220,14891,"1",
60,13167,1,11220,142935,"RING",1,11220,14891,"1",
61,13200,1,11220,142935,"RING",1,11220,14891,"1",
62,13233,1,11220,142935,"RING",1,11220,14891,"1",
63,13266,1,11220,142935,"RING",1,11220,14891,"1",
64,13299,1,11220,142935,"RING",1,11220,14891,"1",
65,13332,1,11220,142935,"RING",1,11220,14891,"1",
66,13365,1,11220,142935,"RING",1,11220,14891,"1",
67,13398,1,11220,142935,"RING",1,11220,14891,"1",
68,13431,1,11220,142935,"RING",1,11220,14891,"1",
69,13464,1,11220,142935,"RING",1,11220,14891,"1",
70,13497,1,11220,142935,"RING",1,11220,14891,"1",
71,13530,1,11220,142935,"RING",1,11220,14891,"1",
72,13563,1,11220,142935,"RING",1,11220,14891,"1",
73,13596,1,11220,142935,"RING",1,11220,14891,"1",
74,13629,1,11220,142935,"RING",1,11220,14891,"1",
75,13662,1,11220,142935,"RING",1,11220,14891,"1",
76,13695,1,11220,142935,"RING",1,11220,14891,"1",
77,13728,1,11220,142935,"RING",1,11220,14891,"1",
78,13761,1,11220,142935,"RING",1,11220,14891,"1",
79,13794,1,11220,142935,"RING",1,11220,14891,"1",
80,13827,1,11220,142935,"RING",1,11220,14891,"1",
81,13860,1,11220,142935,"RING",1,11220,14891,"1",
82,13893,1,11220,142935,"RING",1,11220,14891,"1",
83,13926,1,11220,142935,"RING",1,11220,14891,"1",
84,13959,1,11220,142935,"RING",1,11220,14891,"1",
85,13992,1,11220,142935,"RING",1,11220,14891,"1",
86,14025,1,11220,142935,"RING",1,11220,14891,"1",
87,14058,1,11220,142935,"RING",1,11220,14891,"1",
88,14091,1,11220,142935,"RING",1,11220,14891,"1",
89,14124,1,11220,142935,"RING",1,11220,14891,"1",
90,14157,1,11220,142935,"RING",1,11220,14891,"1",
91,14190,1,11220,142935,"RING",1,11220,14891,"1",
92,14223,1,11220,142935,"RING",1,11220,14891,"1",
