nFrame,time,TOY.ordinal,TOY.onset,TOY.offset,TOY.code01,LOOKING.ordinal,LOOKING.onset,LOOKING.offset,LOOKING.code01,
93,14256,1,11220,142935,"RING",1,11220,14891,"1",
94,14289,1,11220,142935,"RING",1,11220,14891,"1",
95,14322,1,11220,142935,"RING",1,11220,14891,"1",
96,14355,1,11220,142935,"RING",1,11220,14891,"1",
97,14388,1,11220,142935,"RING",1,11220,14891,"1",
98,14421,1,11220,142935,"RING",1,11220,14891,"1",
99,14454,1,11220,142935,"RING",1,11220,14891,"1",
100,14487,1,11220,142935,"RING",1,11220,14891,"1",
101,14520,1,11220,142935,"RING",1,11220,14891,"1",
102,14553,1,11220,142935,"RING",1,11220,14891,"1",
103,14586,1,11220,142935,"RING",1,11220,14891,"1",
104,14619,1,11220,142935,"RING",1,11220,14891,"1",
105,14652,1,11220,142935,"RING",1,11220,14891,"1",
106,14685,1,11220,142935,"RING",1,11220,14891,"1",
107,14718,1,11220,142935,"RING",1,11220,14891,"1",
108,14751,1,11220,142935,"RING",1,11220,14891,"1",
109,14784,1,11220,142935,"RING",1,11220,14891,"1",
110,14817,1,11220,142935,"RING",1,11220,14891,"1",
111,14850,1,11220,142935,"RING",1,11220,14891,"1",
112,14883,1,11220,142935,"RING",1,11220,14891,"1",
113,14916,1,11220,142935,"RING",2,14892,15469,"0",
114,14949,1,11220,142935,"RING",2,14892,15469,"0",
115,14982,1,11220,142935,"RING",2,14892,15469,"0",
116,15015,1,11220,142935,"RING",2,14892,15469,"0",
117,15048,1,11220,142935,"RING",2,14892,15469,"0",
118,15081,1,11220,142935,"RING",2,14892,15469,"0",
119,15114,1,11220,142935,"RING",2,14892,15469,"0",
120,15147,1,11220,142935,"RING",2,14892,15469,"0",
121,15180,1,11220,142935,"RING",2,14892,15469,"0",
122,15213,1,11220,142935,"RING",2,14892,15469,"0",
123,15246,1,11220,142935,"RING",2,14892,15469,"0",
124,15279,1,11220,142935,"RING",2,14892,15469,"0",
125,15312,1,11220,142935,"RING",2,14892,15469,"0",
126,15345,1,11220,142935,"RING",2,14892,15469,"0",
127,15378,1,11220,142935,"RING",2,14892,15469,"0",
128,15411,1,11220,142935,"RING",2,14892,15469,"0",
129,15444,1,11220,142935,"RING",2,14892,15469,"0",
130,15477,1,11220,142935,"RING",3,15470,22779,"1",
131,15510,1,11220,142935,"RING",3,15470,22779,"1",
132,15543,1,11220,142935,"RING",3,15470,22779,"1",
133,15576,1,11220,142935,"RING",3,15470,22779,"1",
134,15609,1,11220,142935,"RING",3,15470,22779,"1",
135,15642,1,11220,142935,"RING",3,15470,22779,"1",
136,15675,1,11220,142935,"RING",3,15470,22779,"1",
137,15708,1,11220,142935,"RING",3,15470,22779,"1",
138,15741,1,11220,142935,"RING",3,15470,22779,"1",
139,15774,1,11220,142935,"RING",3,15470,22779,"1",
140,15807,1,11220,142935,"RING",3,15470,22779,"1",
141,15840,1,11220,142935,"RING",3,15470,22779,"1",
142,15873,1,11220,142935,"RING",3,15470,22779,"1",
143,15906,1,11220,142935,"RING",3,15470,22779,"1",
144,15939,1,11220,142935,"RING",3,15470,22779,"1",
145,15972,1,11220,142935,"RING",3,15470,22779,"1",
146,16005,1,11220,142935,"RING",3,15470,22779,"1",
147,16038,1,11220,142935,"RING",3,15470,22779,"1",
148,16071,1,11220,142935,"RING",3,15470,22779,"1",
149,16104,1,11220,142935,"RING",3,15470,22779,"1",
150,16137,1,11220,142935,"RING",3,15470,22779,"1",
151,16170,1,11220,142935,"RING",3,15470,22779,"1",
152,16203,1,11220,142935,"RING",3,15470,22779,"1",
153,16236,1,11220,142935,"RING",3,15470,22779,"1",
154,16269,1,11220,142935,"RING",3,15470,22779,"1",
155,16302,1,11220,142935,"RING",3,15470,22779,"1",
156,16335,1,11220,142935,"RING",3,15470,22779,"1",
157,16368,1,11220,142935,"RING",3,15470,22779,"1",
158,16401,1,11220,142935,"RING",3,15470,22779,"1",
159,16434,1,11220,142935,"RING",3,15470,22779,"1",
160,16467,1,11220,142935,"RING",3,15470,22779,"1",
161,16500,1,11220,142935,"RING",3,15470,22779,"1",
162,16533,1,11220,142935,"RING",3,15470,22779,"1",
163,16566,1,11220,142935,"RING",3,15470,22779,"1",
164,16599,1,11220,142935,"RING",3,15470,22779,"1",
165,16632,1,11220,142935,"RING",3,15470,22779,"1",
166,16665,1,11220,142935,"RING",3,15470,22779,"1",
167,16698,1,11220,142935,"RING",3,15470,22779,"1",
168,16731,1,11220,142935,"RING",3,15470,22779,"1",
169,16764,1,11220,142935,"RING",3,15470,22779,"1",
170,16797,1,11220,142935,"RING",3,15470,22779,"1",
171,16830,1,11220,142935,"RING",3,15470,22779,"1",
172,16863,1,11220,142935,"RING",3,15470,22779,"1",
173,16896,1,11220,142935,"RING",3,15470,22779,"1",
174,16929,1,11220,142935,"RING",3,15470,22779,"1",
175,16962,1,11220,142935,"RING",3,15470,22779,"1",
176,16995,1,11220,142935,"RING",3,15470,22779,"1",
177,17028,1,11220,142935,"RING",3,15470,22779,"1",
178,17061,1,11220,142935,"RING",3,15470,22779,"1",
179,17094,1,11220,142935,"RING",3,15470,22779,"1",
180,17127,1,11220,142935,"RING",3,15470,22779,"1",
181,17160,1,11220,142935,"RING",3,15470,22779,"1",
182,17193,1,11220,142935,"RING",3,15470,22779,"1",
183,17226,1,11220,142935,"RING",3,15470,22779,"1",
184,17259,1,11220,142935,"RING",3,15470,22779,"1",
185,17292,1,11220,142935,"RING",3,15470,22779,"1",
186,17325,1,11220,142935,"RING",3,15470,22779,"1",
187,17358,1,11220,142935,"RING",3,15470,22779,"1",
188,17391,1,11220,142935,"RING",3,15470,22779,"1",
189,17424,1,11220,142935,"RING",3,15470,22779,"1",
190,17457,1,11220,142935,"RING",3,15470,22779,"1",
191,17490,1,11220,142935,"RING",3,15470,22779,"1",
192,17523,1,11220,142935,"RING",3,15470,22779,"1",
193,17556,1,11220,142935,"RING",3,15470,22779,"1",
194,17589,1,11220,142935,"RING",3,15470,22779,"1",
195,17622,1,11220,142935,"RING",3,15470,22779,"1",
196,17655,1,11220,142935,"RING",3,15470,22779,"1",
197,17688,1,11220,142935,"RING",3,15470,22779,"1",
198,17721,1,11220,142935,"RING",3,15470,22779,"1",
199,17754,1,11220,142935,"RING",3,15470,22779,"1",
200,17787,1,11220,142935,"RING",3,15470,22779,"1",
201,17820,1,11220,142935,"RING",3,15470,22779,"1",
202,17853,1,11220,142935,"RING",3,15470,22779,"1",
203,17886,1,11220,142935,"RING",3,15470,22779,"1",
204,17919,1,11220,142935,"RING",3,15470,22779,"1",
205,17952,1,11220,142935,"RING",3,15470,22779,"1",
206,17985,1,11220,142935,"RING",3,15470,22779,"1",
207,18018,1,11220,142935,"RING",3,15470,22779,"1",
208,18051,1,11220,142935,"RING",3,15470,22779,"1",
209,18084,1,11220,142935,"RING",3,15470,22779,"1",
210,18117,1,11220,142935,"RING",3,15470,22779,"1",
211,18150,1,11220,142935,"RING",3,15470,22779,"1",
212,18183,1,11220,142935,"RING",3,15470,22779,"1",
213,18216,1,11220,142935,"RING",3,15470,22779,"1",
214,18249,1,11220,142935,"RING",3,15470,22779,"1",
215,18282,1,11220,142935,"RING",3,15470,22779,"1",
216,18315,1,11220,142935,"RING",3,15470,22779,"1",
217,18348,1,11220,142935,"RING",3,15470,22779,"1",
218,18381,1,11220,142935,"RING",3,15470,22779,"1",
219,18414,1,11220,142935,"RING",3,15470,22779,"1",
220,18447,1,11220,142935,"RING",3,15470,22779,"1",
221,18480,1,11220,142935,"RING",3,15470,22779,"1",
222,18513,1,11220,142935,"RING",3,15470,22779,"1",
223,18546,1,11220,142935,"RING",3,15470,22779,"1",
224,18579,1,11220,142935,"RING",3,15470,22779,"1",
225,18612,1,11220,142935,"RING",3,15470,22779,"1",
226,18645,1,11220,142935,"RING",3,15470,22779,"1",
227,18678,1,11220,142935,"RING",3,15470,22779,"1",
228,18711,1,11220,142935,"RING",3,15470,22779,"1",
229,18744,1,11220,142935,"RING",3,15470,22779,"1",
230,18777,1,11220,142935,"RING",3,15470,22779,"1",
231,18810,1,11220,142935,"RING",3,15470,22779,"1",
232,18843,1,11220,142935,"RING",3,15470,22779,"1",
233,18876,1,11220,142935,"RING",3,15470,22779,"1",
234,18909,1,11220,142935,"RING",3,15470,22779,"1",
235,18942,1,11220,142935,"RING",3,15470,22779,"1",
236,18975,1,11220,142935,"RING",3,15470,22779,"1",
237,19008,1,11220,142935,"RING",3,15470,22779,"1",
238,19041,1,11220,142935,"RING",3,15470,22779,"1",
239,19074,1,11220,142935,"RING",3,15470,22779,"1",
240,19107,1,11220,142935,"RING",3,15470,22779,"1",
241,19140,1,11220,142935,"RING",3,15470,22779,"1",
242,19173,1,11220,142935,"RING",3,15470,22779,"1",
243,19206,1,11220,142935,"RING",3,15470,22779,"1",
244,19239,1,11220,142935,"RING",3,15470,22779,"1",
245,19272,1,11220,142935,"RING",3,15470,22779,"1",
246,19305,1,11220,142935,"RING",3,15470,22779,"1",
247,19338,1,11220,142935,"RING",3,15470,22779,"1",
248,19371,1,11220,142935,"RING",3,15470,22779,"1",
249,19404,1,11220,142935,"RING",3,15470,22779,"1",
250,19437,1,11220,142935,"RING",3,15470,22779,"1",
251,19470,1,11220,142935,"RING",3,15470,22779,"1",
252,19503,1,11220,142935,"RING",3,15470,22779,"1",
253,19536,1,11220,142935,"RING",3,15470,22779,"1",
254,19569,1,11220,142935,"RING",3,15470,22779,"1",
255,19602,1,11220,142935,"RING",3,15470,22779,"1",
256,19635,1,11220,142935,"RING",3,15470,22779,"1",
257,19668,1,11220,142935,"RING",3,15470,22779,"1",
258,19701,1,11220,142935,"RING",3,15470,22779,"1",
259,19734,1,11220,142935,"RING",3,15470,22779,"1",
260,19767,1,11220,142935,"RING",3,15470,22779,"1",
261,19800,1,11220,142935,"RING",3,15470,22779,"1",
262,19833,1,11220,142935,"RING",3,15470,22779,"1",
263,19866,1,11220,142935,"RING",3,15470,22779,"1",
264,19899,1,11220,142935,"RING",3,15470,22779,"1",
265,19932,1,11220,142935,"RING",3,15470,22779,"1",
266,19965,1,11220,142935,"RING",3,15470,22779,"1",
267,19998,1,11220,142935,"RING",3,15470,22779,"1",
268,20031,1,11220,142935,"RING",3,15470,22779,"1",
269,20064,1,11220,142935,"RING",3,15470,22779,"1",
270,20097,1,11220,142935,"RING",3,15470,22779,"1",
271,20130,1,11220,142935,"RING",3,15470,22779,"1",
272,20163,1,11220,142935,"RING",3,15470,22779,"1",
273,20196,1,11220,142935,"RING",3,15470,22779,"1",
274,20229,1,11220,142935,"RING",3,15470,22779,"1",
275,20262,1,11220,142935,"RING",3,15470,22779,"1",
276,20295,1,11220,142935,"RING",3,15470,22779,"1",
277,20328,1,11220,142935,"RING",3,15470,22779,"1",
278,20361,1,11220,142935,"RING",3,15470,22779,"1",
279,20394,1,11220,142935,"RING",3,15470,22779,"1",
280,20427,1,11220,142935,"RING",3,15470,22779,"1",
281,20460,1,11220,142935,"RING",3,15470,22779,"1",
282,20493,1,11220,142935,"RING",3,15470,22779,"1",
283,20526,1,11220,142935,"RING",3,15470,22779,"1",
284,20559,1,11220,142935,"RING",3,15470,22779,"1",
285,20592,1,11220,142935,"RING",3,15470,22779,"1",
286,20625,1,11220,142935,"RING",3,15470,22779,"1",
287,20658,1,11220,142935,"RING",3,15470,22779,"1",
288,20691,1,11220,142935,"RING",3,15470,22779,"1",
289,20724,1,11220,142935,"RING",3,15470,22779,"1",
290,20757,1,11220,142935,"RING",3,15470,22779,"1",
291,20790,1,11220,142935,"RING",3,15470,22779,"1",
292,20823,1,11220,142935,"RING",3,15470,22779,"1",
293,20856,1,11220,142935,"RING",3,15470,22779,"1",
294,20889,1,11220,142935,"RING",3,15470,22779,"1",
295,20922,1,11220,142935,"RING",3,15470,22779,"1",
296,20955,1,11220,142935,"RING",3,15470,22779,"1",
297,20988,1,11220,142935,"RING",3,15470,22779,"1",
298,21021,1,11220,142935,"RING",3,15470,22779,"1",
299,21054,1,11220,142935,"RING",3,15470,22779,"1",
300,21087,1,11220,142935,"RING",3,15470,22779,"1",
301,21120,1,11220,142935,"RING",3,15470,22779,"1",
302,21153,1,11220,142935,"RING",3,15470,22779,"1",
303,21186,1,11220,142935,"RING",3,15470,22779,"1",
304,21219,1,11220,142935,"RING",3,15470,22779,"1",
305,21252,1,11220,142935,"RING",3,15470,22779,"1",
306,21285,1,11220,142935,"RING",3,15470,22779,"1",
307,21318,1,11220,142935,"RING",3,15470,22779,"1",
308,21351,1,11220,142935,"RING",3,15470,22779,"1",
309,21384,1,11220,142935,"RING",3,15470,22779,"1",
310,21417,1,11220,142935,"RING",3,15470,22779,"1",
311,21450,1,11220,142935,"RING",3,15470,22779,"1",
312,21483,1,11220,142935,"RING",3,15470,22779,"1",
313,21516,1,11220,142935,"RING",3,15470,22779,"1",
314,21549,1,11220,142935,"RING",3,15470,22779,"1",
315,21582,1,11220,142935,"RING",3,15470,22779,"1",
316,21615,1,11220,142935,"RING",3,15470,22779,"1",
317,21648,1,11220,142935,"RING",3,15470,22779,"1",
318,21681,1,11220,142935,"RING",3,15470,22779,"1",
319,21714,1,11220,142935,"RING",3,15470,22779,"1",
320,21747,1,11220,142935,"RING",3,15470,22779,"1",
321,21780,1,11220,142935,"RING",3,15470,22779,"1",
322,21813,1,11220,142935,"RING",3,15470,22779,"1",
323,21846,1,11220,142935,"RING",3,15470,22779,"1",
324,21879,1,11220,142935,"RING",3,15470,22779,"1",
325,21912,1,11220,142935,"RING",3,15470,22779,"1",
326,21945,1,11220,142935,"RING",3,15470,22779,"1",
327,21978,1,11220,142935,"RING",3,15470,22779,"1",
328,22011,1,11220,142935,"RING",3,15470,22779,"1",
329,22044,1,11220,142935,"RING",3,15470,22779,"1",
330,22077,1,11220,142935,"RING",3,15470,22779,"1",
331,22110,1,11220,142935,"RING",3,15470,22779,"1",
332,22143,1,11220,142935,"RING",3,15470,22779,"1",
333,22176,1,11220,142935,"RING",3,15470,22779,"1",
334,22209,1,11220,142935,"RING",3,15470,22779,"1",
335,22242,1,11220,142935,"RING",3,15470,22779,"1",
336,22275,1,11220,142935,"RING",3,15470,22779,"1",
337,22308,1,11220,142935,"RING",3,15470,22779,"1",
338,22341,1,11220,142935,"RING",3,15470,22779,"1",
339,22374,1,11220,142935,"RING",3,15470,22779,"1",
340,22407,1,11220,142935,"RING",3,15470,22779,"1",
341,22440,1,11220,142935,"RING",3,15470,22779,"1",
342,22473,1,11220,142935,"RING",3,15470,22779,"1",
343,22506,1,11220,142935,"RING",3,15470,22779,"1",
344,22539,1,11220,142935,"RING",3,15470,22779,"1",
345,22572,1,11220,142935,"RING",3,15470,22779,"1",
346,22605,1,11220,142935,"RING",3,15470,22779,"1",
347,22638,1,11220,142935,"RING",3,15470,22779,"1",
348,22671,1,11220,142935,"RING",3,15470,22779,"1",
349,22704,1,11220,142935,"RING",3,15470,22779,"1",
350,22737,1,11220,142935,"RING",3,15470,22779,"1",
351,22770,1,11220,142935,"RING",3,15470,22779,"1",
352,22803,1,11220,142935,"RING",4,22780,26315,"0",
353,22836,1,11220,142935,"RING",4,22780,26315,"0",
354,22869,1,11220,142935,"RING",4,22780,26315,"0",
355,22902,1,11220,142935,"RING",4,22780,26315,"0",
356,22935,1,11220,142935,"RING",4,22780,26315,"0",
357,22968,1,11220,142935,"RING",4,22780,26315,"0",
358,23001,1,11220,142935,"RING",4,22780,26315,"0",
359,23034,1,11220,142935,"RING",4,22780,26315,"0",
360,23067,1,11220,142935,"RING",4,22780,26315,"0",
361,23100,1,11220,142935,"RING",4,22780,26315,"0",
362,23133,1,11220,142935,"RING",4,22780,26315,"0",
363,23166,1,11220,142935,"RING",4,22780,26315,"0",
364,23199,1,11220,142935,"RING",4,22780,26315,"0",
365,23232,1,11220,142935,"RING",4,22780,26315,"0",
366,23265,1,11220,142935,"RING",4,22780,26315,"0",
367,23298,1,11220,142935,"RING",4,22780,26315,"0",
368,23331,1,11220,142935,"RING",4,22780,26315,"0",
369,23364,1,11220,142935,"RING",4,22780,26315,"0",
370,23397,1,11220,142935,"RING",4,22780,26315,"0",
371,23430,1,11220,142935,"RING",4,22780,26315,"0",
372,23463,1,11220,142935,"RING",4,22780,26315,"0",
373,23496,1,11220,142935,"RING",4,22780,26315,"0",
374,23529,1,11220,142935,"RING",4,22780,26315,"0",
375,23562,1,11220,142935,"RING",4,22780,26315,"0",
376,23595,1,11220,142935,"RING",4,22780,26315,"0",
377,23628,1,11220,142935,"RING",4,22780,26315,"0",
378,23661,1,11220,142935,"RING",4,22780,26315,"0",
379,23694,1,11220,142935,"RING",4,22780,26315,"0",
380,23727,1,11220,142935,"RING",4,22780,26315,"0",
381,23760,1,11220,142935,"RING",4,22780,26315,"0",
382,23793,1,11220,142935,"RING",4,22780,26315,"0",
383,23826,1,11220,142935,"RING",4,22780,26315,"0",
384,23859,1,11220,142935,"RING",4,22780,26315,"0",
385,23892,1,11220,142935,"RING",4,22780,26315,"0",
386,23925,1,11220,142935,"RING",4,22780,26315,"0",
387,23958,1,11220,142935,"RING",4,22780,26315,"0",
388,23991,1,11220,142935,"RING",4,22780,26315,"0",
389,24024,1,11220,142935,"RING",4,22780,26315,"0",
390,24057,1,11220,142935,"RING",4,22780,26315,"0",
391,24090,1,11220,142935,"RING",4,22780,26315,"0",
392,24123,1,11220,142935,"RING",4,22780,26315,"0",
393,24156,1,11220,142935,"RING",4,22780,26315,"0",
394,24189,1,11220,142935,"RING",4,22780,26315,"0",
395,24222,1,11220,142935,"RING",4,22780,26315,"0",
396,24255,1,11220,142935,"RING",4,22780,26315,"0",
397,24288,1,11220,142935,"RING",4,22780,26315,"0",
398,24321,1,11220,142935,"RING",4,22780,26315,"0",
399,24354,1,11220,142935,"RING",4,22780,26315,"0",
400,24387,1,11220,142935,"RING",4,22780,26315,"0",
401,24420,1,11220,142935,"RING",4,22780,26315,"0",
402,24453,1,11220,142935,"RING",4,22780,26315,"0",
403,24486,1,11220,142935,"RING",4,22780,26315,"0",
404,24519,1,11220,142935,"RING",4,22780,26315,"0",
405,24552,1,11220,142935,"RING",4,22780,26315,"0",
406,24585,1,11220,142935,"RING",4,22780,26315,"0",
407,24618,1,11220,142935,"RING",4,22780,26315,"0",
408,24651,1,11220,142935,"RING",4,22780,26315,"0",
409,24684,1,11220,142935,"RING",4,22780,26315,"0",
410,24717,1,11220,142935,"RING",4,22780,26315,"0",
411,24750,1,11220,142935,"RING",4,22780,26315,"0",
412,24783,1,11220,142935,"RING",4,22780,26315,"0",
413,24816,1,11220,142935,"RING",4,22780,26315,"0",
414,24849,1,11220,142935,"RING",4,22780,26315,"0",
415,24882,1,11220,142935,"RING",4,22780,26315,"0",
416,24915,1,11220,142935,"RING",4,22780,26315,"0",
417,24948,1,11220,142935,"RING",4,22780,26315,"0",
418,24981,1,11220,142935,"RING",4,22780,26315,"0",
419,25014,1,11220,142935,"RING",4,22780,26315,"0",
420,25047,1,11220,142935,"RING",4,22780,26315,"0",
421,25080,1,11220,142935,"RING",4,22780,26315,"0",
422,25113,1,11220,142935,"RING",4,22780,26315,"0",
423,25146,1,11220,142935,"RING",4,22780,26315,"0",
424,25179,1,11220,142935,"RING",4,22780,26315,"0",
425,25212,1,11220,142935,"RING",4,22780,26315,"0",
426,25245,1,11220,142935,"RING",4,22780,26315,"0",
427,25278,1,11220,142935,"RING",4,22780,26315,"0",
428,25311,1,11220,142935,"RING",4,22780,26315,"0",
429,25344,1,11220,142935,"RING",4,22780,26315,"0",
430,25377,1,11220,142935,"RING",4,22780,26315,"0",
431,25410,1,11220,142935,"RING",4,22780,26315,"0",
432,25443,1,11220,142935,"RING",4,22780,26315,"0",
433,25476,1,11220,142935,"RING",4,22780,26315,"0",
434,25509,1,11220,142935,"RING",4,22780,26315,"0",
435,25542,1,11220,142935,"RING",4,22780,26315,"0",
436,25575,1,11220,142935,"RING",4,22780,26315,"0",
437,25608,1,11220,142935,"RING",4,22780,26315,"0",
438,25641,1,11220,142935,"RING",4,22780,26315,"0",
439,25674,1,11220,142935,"RING",4,22780,26315,"0",
440,25707,1,11220,142935,"RING",4,22780,26315,"0",
441,25740,1,11220,142935,"RING",4,22780,26315,"0",
442,25773,1,11220,142935,"RING",4,22780,26315,"0",
443,25806,1,11220,142935,"RING",4,22780,26315,"0",
444,25839,1,11220,142935,"RING",4,22780,26315,"0",
445,25872,1,11220,142935,"RING",4,22780,26315,"0",
446,25905,1,11220,142935,"RING",4,22780,26315,"0",
447,25938,1,11220,142935,"RING",4,22780,26315,"0",
448,25971,1,11220,142935,"RING",4,22780,26315,"0",
449,26004,1,11220,142935,"RING",4,22780,26315,"0",
450,26037,1,11220,142935,"RING",4,22780,26315,"0",
451,26070,1,11220,142935,"RING",4,22780,26315,"0",
452,26103,1,11220,142935,"RING",4,22780,26315,"0",
453,26136,1,11220,142935,"RING",4,22780,26315,"0",
454,26169,1,11220,142935,"RING",4,22780,26315,"0",
455,26202,1,11220,142935,"RING",4,22780,26315,"0",
456,26235,1,11220,142935,"RING",4,22780,26315,"0",
457,26268,1,11220,142935,"RING",4,22780,26315,"0",
458,26301,1,11220,142935,"RING",4,22780,26315,"0",
459,26334,1,11220,142935,"RING",5,26316,27437,"1",
460,26367,1,11220,142935,"RING",5,26316,27437,"1",
461,26400,1,11220,142935,"RING",5,26316,27437,"1",
462,26433,1,11220,142935,"RING",5,26316,27437,"1",
463,26466,1,11220,142935,"RING",5,26316,27437,"1",
464,26499,1,11220,142935,"RING",5,26316,27437,"1",
465,26532,1,11220,142935,"RING",5,26316,27437,"1",
466,26565,1,11220,142935,"RING",5,26316,27437,"1",
467,26598,1,11220,142935,"RING",5,26316,27437,"1",
468,26631,1,11220,142935,"RING",5,26316,27437,"1",
469,26664,1,11220,142935,"RING",5,26316,27437,"1",
470,26697,1,11220,142935,"RING",5,26316,27437,"1",
471,26730,1,11220,142935,"RING",5,26316,27437,"1",
472,26763,1,11220,142935,"RING",5,26316,27437,"1",
473,26796,1,11220,142935,"RING",5,26316,27437,"1",
474,26829,1,11220,142935,"RING",5,26316,27437,"1",
475,26862,1,11220,142935,"RING",5,26316,27437,"1",
476,26895,1,11220,142935,"RING",5,26316,27437,"1",
477,26928,1,11220,142935,"RING",5,26316,27437,"1",
