source_project,project_id,record_id,rule_R1,rule_R2,rule_R5,rule_R8,rule_R9,tier1_hit_count,tier1_any_hit,tier1_hard_candidate_ge2,tier1_hard_candidate_ge3,tier1_all_5_hits,tier1_rule_combo
clean_4797,4797,151,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,152,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,153,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,154,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,155,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,156,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,157,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,158,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,159,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,16,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,160,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,161,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,162,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,163,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,164,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,165,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,166,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,167,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,168,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,169,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,17,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,170,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,171,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,172,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,173,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,174,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,175,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,176,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,177,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,18,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,19,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,2,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,20,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,21,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,22,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,23,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,24,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,25,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,26,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,27,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,28,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,29,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,3,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,30,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,31,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,32,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,33,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,34,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,35,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,36,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,37,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,38,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,39,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,4,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,40,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,41,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,42,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,43,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,44,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,45,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,46,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,47,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,48,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,49,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,5,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,50,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,51,False,False,False,False,False,0,False,False,False,False,none
clean_4797,4797,52,False,False,False,False,False,0,False,False,False,False,none
